"iteration","training-loss","Grouped runs - lm-loss-training/lm loss__MIN","Grouped runs - lm-loss-training/lm loss__MAX"
"256","2.4048142433166504","2.4048142433166504","2.4048142433166504"
"257","2.402397394180298","2.402397394180298","2.402397394180298"
"258","2.40238356590271","2.40238356590271","2.40238356590271"
"259","2.404015064239502","2.404015064239502","2.404015064239502"
"260","2.3909945487976074","2.3909945487976074","2.3909945487976074"
"261","2.3825764656066895","2.3825764656066895","2.3825764656066895"
"262","2.3878250122070312","2.3878250122070312","2.3878250122070312"
"263","2.3850903511047363","2.3850903511047363","2.3850903511047363"
"264","2.389207124710083","2.389207124710083","2.389207124710083"
"265","2.3800342082977295","2.3800342082977295","2.3800342082977295"
"266","2.3743834495544434","2.3743834495544434","2.3743834495544434"
"267","2.3924307823181152","2.3924307823181152","2.3924307823181152"
"268","2.357597827911377","2.357597827911377","2.357597827911377"
"269","2.3702173233032227","2.3702173233032227","2.3702173233032227"
"270","2.371479034423828","2.371479034423828","2.371479034423828"
"271","2.3652193546295166","2.3652193546295166","2.3652193546295166"
"272","2.369141101837158","2.369141101837158","2.369141101837158"
"273","2.376521110534668","2.376521110534668","2.376521110534668"
"274","2.372648000717163","2.372648000717163","2.372648000717163"
"275","2.3708906173706055","2.3708906173706055","2.3708906173706055"
"276","2.3657524585723877","2.3657524585723877","2.3657524585723877"
"277","2.359792470932007","2.359792470932007","2.359792470932007"
"278","2.3611114025115967","2.3611114025115967","2.3611114025115967"
"279","2.358473300933838","2.358473300933838","2.358473300933838"
"280","2.3715503215789795","2.3715503215789795","2.3715503215789795"
"281","2.3609683513641357","2.3609683513641357","2.3609683513641357"
"282","2.3549318313598633","2.3549318313598633","2.3549318313598633"
"283","2.3618059158325195","2.3618059158325195","2.3618059158325195"
"284","2.354086399078369","2.354086399078369","2.354086399078369"
"285","2.3433313369750977","2.3433313369750977","2.3433313369750977"
"286","2.349294424057007","2.349294424057007","2.349294424057007"
"287","2.3574302196502686","2.3574302196502686","2.3574302196502686"
"288","2.334876298904419","2.334876298904419","2.334876298904419"
"289","2.350818157196045","2.350818157196045","2.350818157196045"
"290","2.352476119995117","2.352476119995117","2.352476119995117"
"291","2.346461057662964","2.346461057662964","2.346461057662964"
"292","2.3428547382354736","2.3428547382354736","2.3428547382354736"
"293","2.335883617401123","2.335883617401123","2.335883617401123"
"294","2.330247402191162","2.330247402191162","2.330247402191162"
"295","2.329228401184082","2.329228401184082","2.329228401184082"
"296","2.3324031829833984","2.3324031829833984","2.3324031829833984"
"297","2.3394129276275635","2.3394129276275635","2.3394129276275635"
"298","2.342421531677246","2.342421531677246","2.342421531677246"
"299","2.328901529312134","2.328901529312134","2.328901529312134"
"300","2.327240228652954","2.327240228652954","2.327240228652954"
"301","2.321711301803589","2.321711301803589","2.321711301803589"
"302","2.3182523250579834","2.3182523250579834","2.3182523250579834"
"303","2.309952735900879","2.309952735900879","2.309952735900879"
"304","2.3120217323303223","2.3120217323303223","2.3120217323303223"
"305","2.323925733566284","2.323925733566284","2.323925733566284"
"306","2.3113226890563965","2.3113226890563965","2.3113226890563965"
"307","2.311178207397461","2.311178207397461","2.311178207397461"
"308","2.3119871616363525","2.3119871616363525","2.3119871616363525"
"309","2.311257839202881","2.311257839202881","2.311257839202881"
"310","2.3109917640686035","2.3109917640686035","2.3109917640686035"
"311","2.319077730178833","2.319077730178833","2.319077730178833"
"312","2.3200907707214355","2.3200907707214355","2.3200907707214355"
"313","2.300591468811035","2.300591468811035","2.300591468811035"
"314","2.298426389694214","2.298426389694214","2.298426389694214"
"315","2.3072690963745117","2.3072690963745117","2.3072690963745117"
"316","2.2828569412231445","2.2828569412231445","2.2828569412231445"
"317","2.300089120864868","2.300089120864868","2.300089120864868"
"318","2.28975248336792","2.28975248336792","2.28975248336792"
"319","2.3013103008270264","2.3013103008270264","2.3013103008270264"
"320","2.3247101306915283","2.3247101306915283","2.3247101306915283"
"321","2.283315896987915","2.283315896987915","2.283315896987915"
"322","2.2884137630462646","2.2884137630462646","2.2884137630462646"
"323","2.3033251762390137","2.3033251762390137","2.3033251762390137"
"324","2.2875313758850098","2.2875313758850098","2.2875313758850098"
"325","2.2888896465301514","2.2888896465301514","2.2888896465301514"
"326","2.286571979522705","2.286571979522705","2.286571979522705"
"327","2.298647880554199","2.298647880554199","2.298647880554199"
"328","2.2824208736419678","2.2824208736419678","2.2824208736419678"
"329","2.292163133621216","2.292163133621216","2.292163133621216"
"330","2.2770676612854004","2.2770676612854004","2.2770676612854004"
"331","2.279982328414917","2.279982328414917","2.279982328414917"
"332","2.2783734798431396","2.2783734798431396","2.2783734798431396"
"333","2.2830722332000732","2.2830722332000732","2.2830722332000732"
"334","2.2971065044403076","2.2971065044403076","2.2971065044403076"
"335","2.284853935241699","2.284853935241699","2.284853935241699"
"336","2.273425817489624","2.273425817489624","2.273425817489624"
"337","2.2709522247314453","2.2709522247314453","2.2709522247314453"
"338","2.2891852855682373","2.2891852855682373","2.2891852855682373"
"339","2.2889487743377686","2.2889487743377686","2.2889487743377686"
"340","2.2671780586242676","2.2671780586242676","2.2671780586242676"
"341","2.266240358352661","2.266240358352661","2.266240358352661"
"342","2.2580597400665283","2.2580597400665283","2.2580597400665283"
"343","2.2685091495513916","2.2685091495513916","2.2685091495513916"
"344","2.278782367706299","2.278782367706299","2.278782367706299"
"345","2.2712042331695557","2.2712042331695557","2.2712042331695557"
"346","2.2668838500976562","2.2668838500976562","2.2668838500976562"
"347","2.274973154067993","2.274973154067993","2.274973154067993"
"348","2.276972770690918","2.276972770690918","2.276972770690918"
"349","2.256571054458618","2.256571054458618","2.256571054458618"
"350","2.268709897994995","2.268709897994995","2.268709897994995"
"351","2.269801139831543","2.269801139831543","2.269801139831543"
"352","2.2499196529388428","2.2499196529388428","2.2499196529388428"
"353","2.247708559036255","2.247708559036255","2.247708559036255"
"354","2.26161527633667","2.26161527633667","2.26161527633667"
"355","2.2471063137054443","2.2471063137054443","2.2471063137054443"
"356","2.261030673980713","2.261030673980713","2.261030673980713"
"357","2.252157211303711","2.252157211303711","2.252157211303711"
"358","2.248720645904541","2.248720645904541","2.248720645904541"
"359","2.2481796741485596","2.2481796741485596","2.2481796741485596"
"360","2.256417751312256","2.256417751312256","2.256417751312256"
"361","2.2592790126800537","2.2592790126800537","2.2592790126800537"
"362","2.2476418018341064","2.2476418018341064","2.2476418018341064"
"363","2.2391066551208496","2.2391066551208496","2.2391066551208496"
"364","2.225665807723999","2.225665807723999","2.225665807723999"
"365","2.251657247543335","2.251657247543335","2.251657247543335"
"366","2.2477610111236572","2.2477610111236572","2.2477610111236572"
"367","2.231829881668091","2.231829881668091","2.231829881668091"
"368","2.2301905155181885","2.2301905155181885","2.2301905155181885"
"369","2.2406177520751953","2.2406177520751953","2.2406177520751953"
"370","2.2467944622039795","2.2467944622039795","2.2467944622039795"
"371","2.2400965690612793","2.2400965690612793","2.2400965690612793"
"372","2.245293617248535","2.245293617248535","2.245293617248535"
"373","2.218045234680176","2.218045234680176","2.218045234680176"
"374","2.228250741958618","2.228250741958618","2.228250741958618"
"375","2.2292630672454834","2.2292630672454834","2.2292630672454834"
"376","2.2415268421173096","2.2415268421173096","2.2415268421173096"
"377","2.215101957321167","2.215101957321167","2.215101957321167"
"378","2.2174644470214844","2.2174644470214844","2.2174644470214844"
"379","2.2356936931610107","2.2356936931610107","2.2356936931610107"
"380","2.226888418197632","2.226888418197632","2.226888418197632"
"381","2.2366347312927246","2.2366347312927246","2.2366347312927246"
